descripcion,categoria,monto,descripcion_limpia
antro,Ocio y Servicios,131.07,antro
ANTRO,Ocio y Servicios,683.52,antro
compra antro,Ocio y Servicios,155.94,compra antro
Bar,Ocio y Servicios,304.21,bar
Bar,Ocio y Servicios,703.64,bar
Bar,Ocio y Servicios,915.52,bar
pago bar,Ocio y Servicios,68.36,pago bar
bar,Ocio y Servicios,951.4,bar
CANTARITO,Ocio y Servicios,518.22,cantarito
$cantarito,Ocio y Servicios,554.39,cantarito
$cantarito,Ocio y Servicios,303.34,cantarito
pago con tarjeta en cantarito,Ocio y Servicios,965.32,pago con tarjeta en cantarito
$cantarito,Ocio y Servicios,774.19,cantarito
*cerveceria*,Ocio y Servicios,785.29,cerveceria
compra cerveceria,Ocio y Servicios,545.23,compra cerveceria
$cerveceria,Ocio y Servicios,66.1,cerveceria
pago con tarjeta en cerveceria,Ocio y Servicios,164.2,pago con tarjeta en cerveceria
$cerveceria,Ocio y Servicios,463.73,cerveceria
Pool,Ocio y Servicios,374.71,pool
*pool*,Ocio y Servicios,542.06,pool
pool,Ocio y Servicios,659.77,pool
Pool,Ocio y Servicios,664.14,pool
*pool*,Ocio y Servicios,885.29,pool
BILLAR,Ocio y Servicios,72.42,billar
COMPRA EN BILLAR,Ocio y Servicios,794.04,compra en billar
pago con tarjeta en billar,Ocio y Servicios,326.59,pago con tarjeta en billar
$billar,Ocio y Servicios,194.71,billar
COMPRA EN BILLAR,Ocio y Servicios,112.41,compra en billar
pago con tarjeta en boliche,Ocio y Servicios,940.51,pago con tarjeta en boliche
pago boliche,Ocio y Servicios,509.87,pago boliche
*boliche*,Ocio y Servicios,688.06,boliche
boliche,Ocio y Servicios,959.9,boliche
pago con tarjeta en boliche,Ocio y Servicios,277.2,pago con tarjeta en boliche
COMPRA EN PARQUE DE DIVERSIONES,Ocio y Servicios,991.76,compra en parque de diversiones
pago parque de diversiones,Ocio y Servicios,662.36,pago parque de diversiones
$parque de diversiones,Ocio y Servicios,397.4,parque de diversiones
*parque de diversiones*,Ocio y Servicios,183.76,parque de diversiones
pago con tarjeta en parque de diversiones,Ocio y Servicios,792.26,pago con tarjeta en parque de diversiones
SIX FLAGS,Ocio y Servicios,189.61,six flags
Six Flags,Ocio y Servicios,550.9,six flags
six flags,Ocio y Servicios,418.76,six flags
compra Six Flags,Ocio y Servicios,377.93,compra six flags
six flags,Ocio y Servicios,370.47,six flags
$zoologico,Ocio y Servicios,496.49,zoologico
pago con tarjeta en zoologico,Ocio y Servicios,705.5,pago con tarjeta en zoologico
compra zoologico,Ocio y Servicios,934.08,compra zoologico
zoologico,Ocio y Servicios,649.38,zoologico
COMPRA EN ZOOLOGICO,Ocio y Servicios,177.56,compra en zoologico
pago museo,Ocio y Servicios,336.82,pago museo
pago museo,Ocio y Servicios,279.8,pago museo
Museo,Ocio y Servicios,964.19,museo
$museo,Ocio y Servicios,310.97,museo
$museo,Ocio y Servicios,772.81,museo
STREAMING,Ocio y Servicios,207.46,streaming
COMPRA EN STREAMING,Ocio y Servicios,248.73,compra en streaming
compra streaming,Ocio y Servicios,180.15,compra streaming
pago streaming,Ocio y Servicios,861.1,pago streaming
$streaming,Ocio y Servicios,153.45,streaming
suscripcion de servicios streaming,Ocio y Servicios,400.00,suscripcion de servicios streaming
pago suscripcion streaming,Ocio y Servicios,380.00,pago suscripcion streaming
suscripcion mensual streaming,Ocio y Servicios,420.00,suscripcion mensual streaming
servicios streaming suscripcion,Ocio y Servicios,390.00,servicios streaming suscripcion
pago de streaming,Ocio y Servicios,410.00,pago de streaming
discord,Ocio y Servicios,953.86,discord
COMPRA EN DISCORD,Ocio y Servicios,726.14,compra en discord
pago con tarjeta en Discord,Ocio y Servicios,258.16,pago con tarjeta en discord
Discord,Ocio y Servicios,465.15,discord
DISCORD,Ocio y Servicios,217.29,discord
$barberia,Ocio y Servicios,230.6,barberia
pago consulta medica,Salud,1077.64,pago consulta medica
pago audiologia,Salud,1453.87,pago audiologia
COMPRA EN CHATGPT,Educación,1568.87,compra en chatgpt
compra refrigerador,Vivienda,2562.06,compra refrigerador
COMPRA EN TIENDITA,Alimentación,622.68,compra en tiendita
pago con tarjeta en inscripcion,Educación,1687.27,pago con tarjeta en inscripcion
Fumigacion,Vivienda,1499.34,fumigacion
pago administracion condominios,Vivienda,2816.08,pago administracion condominios
Farmacias Similares,Salud,444.13,farmacias similares
cursos,Educación,648.88,cursos
ULTRASONIDO,Salud,792.55,ultrasonido
*Starbucks*,Alimentación,328.79,starbucks
Basura,Vivienda,646.78,basura
compra termometro,Salud,1202.57,compra termometro
gas lp,Vivienda,3082.29,gas lp
compra Magna,Transporte,135.39,compra magna
bp,Transporte,68.87,bp
pago con tarjeta en caseta,Transporte,38.69,pago con tarjeta en caseta
compra Uber,Transporte,91.13,compra uber
licencia software,Educación,1205.08,licencia software
FARMACIAS DEL AHORRO,Salud,556.87,farmacias del ahorro
*ginecologo*,Salud,1351.73,ginecologo
Refaccionaria,Transporte,221.34,refaccionaria
totalplay,Vivienda,2738.93,totalplay
COMPRA EN DETERGENTE,Vivienda,1337.61,compra en detergente
*Monterrey*,Salud,145.93,monterrey
youtube premium,Ocio y Servicios,330.48,youtube premium
compra gasa,Salud,673.18,compra gasa
aparato ortopedico,Salud,1071.07,aparato ortopedico
MAGNA,Transporte,267.52,magna
Neveria,Alimentación,261.85,neveria
Cuadernos,Educación,1554.54,cuadernos
$deposito,Alimentación,90.98,deposito
*refaccionaria*,Transporte,117.72,refaccionaria
UNIFORME,Educación,1777.2,uniforme
six flags,Ocio y Servicios,968.5,six flags
discord,Ocio y Servicios,754.8,discord
*computacion*,Educación,1258.3,computacion
pago con tarjeta en unas,Ocio y Servicios,290.17,pago con tarjeta en unas
pago con tarjeta en fisioterapia,Salud,619.32,pago con tarjeta en fisioterapia
$MetLife,Salud,668.05,metlife
$Cinepolis,Ocio y Servicios,611.11,cinepolis
*OXXO*,Alimentación,458.37,oxxo
pago Urbano,Transporte,394.7,pago urbano
$7-Eleven,Alimentación,248.99,7 eleven
microondas,Vivienda,3344.72,microondas
Farmacias Del Ahorro,Salud,243.52,farmacias del ahorro
COSTCO,Alimentación,326.96,costco
pago jugueria,Alimentación,572.91,pago jugueria
compra seguro,Salud,270.84,compra seguro
pago con tarjeta en taller mecanico,Transporte,151.55,pago con tarjeta en taller mecanico
pago con tarjeta en lentes,Salud,583.48,pago con tarjeta en lentes
plaza,Ocio y Servicios,199.46,plaza
*pasticceria*,Alimentación,461.98,pasticceria
soriana,Alimentación,639.65,soriana
compra seguro hogar,Vivienda,613.37,compra seguro hogar
COMPRA EN FERRETERIA,Vivienda,4088.96,compra en ferreteria
pago tacos,Alimentación,378.25,pago tacos
TELMEX,Vivienda,3677.87,telmex
COMPRA EN PASTICCERIA,Alimentación,88.75,compra en pasticceria
$Bodega Aurrera,Alimentación,138.87,bodega aurrera
TINTORERIA,Ocio y Servicios,426.73,tintoreria
pago con tarjeta en Mas Vision,Salud,320.18,pago con tarjeta en mas vision
*articulo de limpieza*,Vivienda,1924.47,articulo de limpieza
pago con tarjeta en Discord,Ocio y Servicios,806.85,pago con tarjeta en discord
pago concierto,Ocio y Servicios,841.19,pago concierto
pediatra,Salud,1043.63,pediatra
compra Elektra,Vivienda,589.08,compra elektra
Tutorias,Educación,770.62,tutorias
compra Comer,Alimentación,372.91,compra comer
Muebles,Vivienda,807.59,muebles
pago estudios medicos,Salud,705.87,pago estudios medicos
Farmacias Similares,Salud,200.96,farmacias similares
*Six Flags*,Ocio y Servicios,947.23,six flags
$uniforme,Educación,1493.62,uniforme
TICKETMASTER,Ocio y Servicios,796.01,ticketmaster
COMPRA EN UNIFORME,Educación,625.01,compra en uniforme
pago con tarjeta en Autozone,Transporte,25.51,pago con tarjeta en autozone
compra Nintendo Switch,Ocio y Servicios,147.97,compra nintendo switch
pago con tarjeta en Premium,Transporte,374.18,pago con tarjeta en premium
pago con tarjeta en combi,Transporte,118.13,pago con tarjeta en combi
*pollo asado*,Alimentación,248.21,pollo asado
pago con tarjeta en Cablebus,Transporte,375.28,pago con tarjeta en cablebus
$Indrive,Transporte,484.9,indrive
$termometro,Salud,195.67,termometro
deposito,Alimentación,499.28,deposito
pago ferreteria,Vivienda,1703.31,pago ferreteria
MOTOTAXI,Transporte,199.16,mototaxi
pago con tarjeta en rayos x,Salud,1089.28,pago con tarjeta en rayos x
cantarito,Ocio y Servicios,287.05,cantarito
g500,Transporte,474.43,g500
Pemex,Transporte,473.47,pemex
Discord,Ocio y Servicios,242.5,discord
pago estetica,Ocio y Servicios,404.88,pago estetica
compra Udemy,Educación,129.25,compra udemy
compra internet,Vivienda,2938.96,compra internet
farmacia,Salud,1116.02,farmacia
$cerveceria,Ocio y Servicios,978.16,cerveceria
pago fruteria,Alimentación,607.12,pago fruteria
tren ligero,Transporte,379.22,tren ligero
fresko,Alimentación,375.8,fresko
CITY MARKET,Alimentación,492.09,city market
pago con tarjeta en El Globo,Alimentación,553.01,pago con tarjeta en el globo
COMPRA EN COMBI,Transporte,333.92,compra en combi
reinscripcion,Educación,126.12,reinscripcion
Krispy Kreme,Alimentación,107.86,krispy kreme
pago refaccionaria,Transporte,371.71,pago refaccionaria
pago Mexibus,Transporte,198.66,pago mexibus
$metro,Transporte,203.98,metro
COMPRA EN PINTURA,Vivienda,1401.27,compra en pintura
compra refrendo,Transporte,141.61,compra refrendo
COMPRA EN GNP,Salud,195.84,compra en gnp
pago con tarjeta en Tren Suburbano,Transporte,118.98,pago con tarjeta en tren suburbano
*Farmacias Benavides*,Salud,476.39,farmacias benavides
$Elektra,Vivienda,4369.21,elektra
pago pesero,Transporte,322.52,pago pesero
COMPRA EN JERINGAS,Salud,719.56,compra en jeringas
Fovissste,Vivienda,4027.94,fovissste
$Cablebus,Transporte,396.85,cablebus
combustible,Transporte,303.31,combustible
$Plagium,Educación,153.79,plagium
compra electrodomesticos,Vivienda,3939.98,compra electrodomesticos
pago masaje,Ocio y Servicios,438.34,pago masaje
Masaje,Ocio y Servicios,202.44,masaje
Pizarron,Educación,1518.88,pizarron
axa,Salud,724.68,axa
compra CFE,Vivienda,1894.13,compra cfe
COMPRA EN GAS NATURAL,Vivienda,2990.21,compra en gas natural
comida corrida,Alimentación,704.48,comida corrida
*regularizacion*,Educación,1910.35,regularizacion
compra lavadora,Vivienda,2775.35,compra lavadora
Pasticceria,Alimentación,727.67,pasticceria
DISCORD,Ocio y Servicios,381.45,discord
Deposito,Alimentación,557.71,deposito
*pollo asado*,Alimentación,396.38,pollo asado
pago con tarjeta en Cinemex,Ocio y Servicios,202.35,pago con tarjeta en cinemex
reinscripcion,Educación,536.24,reinscripcion
*actividades*,Educación,103.79,actividades
$tenencia,Transporte,398.93,tenencia
$Cinemex,Ocio y Servicios,129.38,cinemex
EL GLOBO,Alimentación,231.15,el globo
BOLETOS DE AUTOBUS,Transporte,126.73,boletos de autobus
*Pollo Feliz*,Alimentación,93.3,pollo feliz
$lavanderia,Ocio y Servicios,258.58,lavanderia
COMPRA EN TELMEX,Vivienda,4938.11,compra en telmex
compra tamales,Alimentación,371.71,compra tamales
COMPRA EN DENTISTA,Salud,1083.0,compra en dentista
pago Starbucks,Alimentación,295.66,pago starbucks
pago colegio,Educación,142.07,pago colegio
*Coursera*,Educación,371.4,coursera
*Tren Suburbano*,Transporte,74.86,tren suburbano
ETN,Transporte,118.07,etn
Cafeteria,Alimentación,632.37,cafeteria
pago con tarjeta en belleza,Ocio y Servicios,689.58,pago con tarjeta en belleza
Optometria,Salud,410.66,optometria
pago con tarjeta en autopista,Transporte,371.03,pago con tarjeta en autopista
pago con tarjeta en supermercado,Alimentación,705.63,pago con tarjeta en supermercado
SUSHI,Alimentación,264.13,sushi
NINTENDO SWITCH,Ocio y Servicios,829.57,nintendo switch
CINNABON,Alimentación,60.03,cinnabon
pago con tarjeta en Steam,Ocio y Servicios,813.36,pago con tarjeta en steam
pago Monterrey,Salud,193.76,pago monterrey
pago con tarjeta en suscripcion,Ocio y Servicios,755.93,pago con tarjeta en suscripcion
pago detergente,Vivienda,2189.61,pago detergente
musica,Educación,1994.65,musica
DEVLYN,Salud,408.16,devlyn
COMPRA EN GIMNASIO,Ocio y Servicios,115.28,compra en gimnasio
evento,Ocio y Servicios,93.05,evento
pago analisis clinicos,Salud,1026.36,pago analisis clinicos
pago panaderia,Alimentación,629.61,pago panaderia
COMPRA EN RAPPI,Alimentación,369.55,compra en rappi
*tenencia*,Transporte,345.19,tenencia
CORTINAS,Vivienda,3520.21,cortinas
*gas lp*,Vivienda,3481.18,gas lp
compra gas,Vivienda,1662.04,compra gas
farmacias del ahorro,Salud,1293.62,farmacias del ahorro
$inscripcion,Educación,833.8,inscripcion
pago aparato ortopedico,Salud,694.79,pago aparato ortopedico
compra reparacion,Vivienda,3131.01,compra reparacion
PEAJE,Transporte,414.48,peaje
compra Urbano,Transporte,150.53,compra urbano
SIX FLAGS,Ocio y Servicios,942.12,six flags
Cine,Ocio y Servicios,709.91,cine
certificacion,Educación,1665.16,certificacion
Taller Mecanico,Transporte,411.17,taller mecanico
*IKEA*,Vivienda,4924.88,ikea
fumigacion,Vivienda,2157.56,fumigacion
compra telefono,Vivienda,2587.96,compra telefono
Suscripcion,Ocio y Servicios,894.04,suscripcion
pago regularizacion,Educación,1589.17,pago regularizacion
COMPRA EN KRISPY KREME,Alimentación,293.97,compra en krispy kreme
COMPRA EN MOCHILA,Educación,1366.87,compra en mochila
COMPRA EN DID,Transporte,139.52,compra en did
masaje,Ocio y Servicios,907.94,masaje
DOMESTIKA,Educación,1995.49,domestika
*Domestika*,Educación,1995.49,domestika
compra dermatologo,Salud,1445.62,compra dermatologo
FARMACIAS DEL AHORRO,Salud,668.42,farmacias del ahorro
Zoologico,Ocio y Servicios,270.42,zoologico
COMPRA EN EPIC GAMES,Ocio y Servicios,642.56,compra en epic games
